Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
PCT-VR-Platform-STP-FeatureManager,Failure,1,1,2020-06-08 13:19:48 +0530,2020-06-08 13:19:48 +0530,0:00:00
