Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2020-06-08 13:19:48 +0530,"Failure",0:01:08,2,0,2,"20200608_131948.428/LogFile.txt","","Image Not Found -- waitfor Error - Unable To Find Any Image On Screen ""(TEXT:""Sign in"")"" within 30.00 seconds. Text might be too low contrast to detect.",0
